CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
10265;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;BMS INTERNATIONAL INSURANCE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILLIS MANAGEMENT (DUBLIN) LTD - ELM PARK - MERRION ROAD   DUBLINO IRLANDA;DANNI;
40554;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;25/02/2014;31/12/9999;BOLTON INTERNATIONAL S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;74, RUE DE MERL  LUSSEMBURGO LUSSEMBURGO;DANNI;
10410;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;BOREALIS INSURANCE A/S;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O GORISSEN FEDERSPIEL, AXELTORV 2 DK-1609  COPENAGHEN DANIMARCA;DANNI;
40739;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2017;31/12/9999;BOTHNIA INTERNATIONAL INSURANCE COMPANY LTD (VAKUUTUSOSAKEYHTIÖ BOTHNIA INTERNATIONAL);;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;RUOHOLAHDENKATU 8 (FI - 00180)  HELSINKI FINLANDIA;DANNI;
20090;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;21/11/1997;31/12/9999;BPCE LIFE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;51, AVENUE KENNEDY (L-1855 )  LUSSEMBURGO LUSSEMBURGO;VITA;
40316;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;20/01/2010;31/12/9999;BPCE VIE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;30, AVENUE PIERRE MENDÈS-FRANCE  PARIGI FRANCIA;VITA;
41092;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;15/02/2022;31/12/9999;BPI VIDA E PENSOES - COMPANHIA DE SEGUROS, SA;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENIDA PRAIA DA VITÓRIA, N. º 71, 3.º 1050  LISBONA PORTOGALLO;VITA;
40652;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;21/10/2015;31/12/9999;BUILDING BLOCK INSURANCE PCC LIMITED;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VISION EXCHANGE BUILDING TRIQ IT-TERRITORJALS, ZONE 1, CENTRAL BUSINESS DISTRICT (CBD 1070)  TA' XBIEX MALTA;DANNI;
40582;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;08/08/2014;31/12/9999;BULSTRAD LIFE VIENNA INSURANCE GROUP JSC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;6 SVETA SOFIA STR  SOFIA BULGARIA;PICCOLO CUMULO;
40946;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;26/02/2019;31/12/9999;BUPA GLOBAL DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;10, PEMBROKE PLACE , BALLSBRIDGE (DO4 V1W6)  DUBLINO IRLANDA;DANNI;
20174;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CACI LIFE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEAUX LANE HOUSE - MERCER STREET LOWER  DUBLINO IRLANDA;VITA;
10685;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CACI NON LIFE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BEAUX LANE HOUSE - MERCER STREET LOWER  DUBLINO IRLANDA;DANNI;
40189;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;25/03/2008;31/12/9999;CAISSE DE REASSURANCE MUTUELLE AGRICOLE DU CENTRE MANCHE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;10, RUE BLAISE PASCAL  CHARTRES FRANCIA;DANNI;
40253;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;04/02/2009;31/12/9999;CAISSE REGIONALE D?ASSURANCES MUTUELLES AGRICOLES DE RHONE-ALPES AUVERGNE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;50, RUE DE SAINT-CYR, LYON CEDEX 09  LIONE FRANCIA;DANNI;
41045;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;23/10/2020;31/12/9999;CAISSE REGIONALE D’ASSURANCES MUTUELLES AGRICOLES NORD-EST;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 RUE LÉON PATOUX –  CEDEX 2  REIMS FRANCIA;DANNI;
40237;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;07/11/2008;31/12/9999;CAISSE RÉGIONALE D'ASSURANCES MUTUELLES AGRICOLES BRETAGNE-PAYS DE LA;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;23, BOULEVARD SOLFÉRINO CS 251209  RENNES FRANCIA;DANNI;
40305;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;13/10/2009;31/12/9999;CAISSE RÉGIONALE D'ASSURANCES MUTUELLES AGRICOLES PARIS VAL DE LA LOIRE ('GROUPAMA PARIS VAL DE LOIRE');;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;161, AVENUE PAUL VAILLANT-COUTURIER  GENTILLY FRANCIA;DANNI;
40413;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;16/09/2011;31/12/9999;CAISSE RÉGIONALE D?ASSURANCES MUTUELLES AGRICOLES D?OC (GROUPAMA D?OC);;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;14 RUE VIDAILHAN   BALMA FRANCIA;DANNI;
40638;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;29/07/2015;31/12/9999;CAISSE RÉGIONALE D?ASSURANCES MUTUELLES AGRICOLES MÉDITERANÉE (GROUPAMA MÉDITERRANÉE);;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;24 PARC DU GOLF - ZAC DE PICHAURY  AIX EN PROVENCE FRANCIA;DANNI;
40286;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;31/07/2009;31/12/9999;CAJA DE SEGUROS REUNIDOS, COMPAÑIA DE SEGUROS Y REASEGUROS, S.A (CASAR);;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/ AV DE BURGOS N° 109  MADRID SPAGNA;DANNI;
20136;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CALI EUROPE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;9, ALLÉE SCHEFFER BUILDING C - 2520  LUSSEMBURGO LUSSEMBURGO;VITA;
40294;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;13/08/2009;31/12/9999;CANADA LIFE INTERNATIONAL ASSURANCE (IRELAND) DESIGNATED ACTIVITY COMPANY;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;IRISH LIFE CENTRE LOWER ABBEY STREET  DUBLINO IRLANDA;VITA;
10459;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CANTERBURY INSURANCE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI;
20104;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CARDIF ASSURANCE VIE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1, BOULEVARD HAUSSMANN  PARIGI FRANCIA;VITA;
10888;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CARDIF ASSURANCES RISQUES DIVERS S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1, BOULEVARD HAUSSMANN  PARIGI FRANCIA;DANNI;
20061;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CARDIF LUX VIE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;23-25 AVENUE DE LA PORTE-NEUVE   LUSSEMBURGO LUSSEMBURGO;VITA;
10244;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CARE EUROPE LIMITED;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AIG INSURANCE MANAGEMENT SERVICES, AIG CENTRE NORTH WALL QUAY  DUBLINO IRLANDA;DANNI;
40383;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/03/2011;31/12/9999;CARMA S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZAE SAINT GUÉNAULT, 1 RUE JEAN MERMOZ - EVRY-COURCOURONNES  EVRY FRANCIA;DANNI;
40382;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/03/2011;31/12/9999;CARMA VIE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ZAE SAINT GUÉNAULT, 1 RUE JEAN MERMOZ - EVRY-COURCOURONNES  EVRY FRANCIA;VITA;
10584;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CARRAIG INSURANCE DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INS. MANAGERS (DUBLIN) LTD. 3RD FLOOR THE METROPOLITAN BUILDING JAMES JOYCE STREET  DUBLINO IRLANDA;DANNI;
41121;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;30/01/2023;31/12/9999;CESKÁ PODNIKATELSKÁ POJIST'OVNA, A.S., VIENNA INSURANCE GROUP;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POBŘEŽNÍ 665/23 186 00 PRAHA 8  PRAGA CECA, REPUBBLICA;DANNI;
40531;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/06/2013;31/12/9999;CFDP ASSURANCE SA;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;62 RUE DE BONNEL  LIONE FRANCIA;DANNI;
40391;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;26/05/2011;31/12/9999;CG CAR-GARANTIE VERSICHERUNGS-AKTIENGESELLSCHAFT;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GUNDLINGER STRASSE 12 (D - 79111)  FREIBURG GERMANIA;DANNI;
41133;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;30/10/2023;31/12/9999;CGPA;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;125 RUE DE LA FAISANDERIE  PARIGI FRANCIA;DANNI;
10460;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CHARTIS EXCESS LIMITED;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AIG INSURANCE MANAGEMENT SERVICE, AIG CENTRE, NORTH WALL QUAY  DUBLINO IRLANDA;DANNI;
40757;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;25/07/2017;31/12/9999;CHAUCER INSURANCE COMPANY DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;38 & 39 BAGGOT STREET LOWER (D02 T398 DUBLIN  2)  DUBLINO IRLANDA;DANNI;
40624;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;02/03/2015;31/12/9999;CHUBB BERMUDA INTERNATIONAL INSURANCE (IRELAND) DAC;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DUBLINO IRLANDA;DANNI;
40917;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/12/2018;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BARMHERZIGENGASSE 17/3/64  VIENNA AUSTRIA;DANNI;
40916;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/12/2018;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DE NERVIENS 9-31  BRUXELLES BELGIO;DANNI;
40915;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/12/2018;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KALVEBOD BYGGE 45  COPENAGHEN DANIMARCA;DANNI;
40914;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ALEXANDERINKATU 17  HELSINKI FINLANDIA;DANNI;
40913;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/12/2018;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LA TOUR CARPE DIEM, 31 PLACE DES COROLLES, ESPLANADE NORD  COURBEVOIE FRANCIA;DANNI;
40912;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/12/2018;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LURGIALLEE 10  FRANCOFORTE SUL MENO GERMANIA;DANNI;
40911;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;27/12/2018;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GROUND FLOOR, GUILD HOUSE STREET INTERNATIONAL FINANCIAL SERVICES CENTRE DUBLINO 1  DUBLINO IRLANDA;DANNI;
40910;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARTEN MEESWEG 8-10  ROTTERDAM PAESI BASSI;DANNI;
40909;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STORTORVET 3  OSLO NORVEGIA;DANNI;
40908;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FRANCISCO GERV. 13 APARTADO  MADRID SPAGNA;DANNI;
40907;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;U1 CHMIELNA 87/87 (00-805)  VARSAVIA POLONIA;DANNI;
40906;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENIDA DE LIBERDADE 110 (1269 - 046)  LISBONA PORTOGALLO;DANNI;
40905;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;11/01/2019;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ST ERIKSGATAN 44  STOCCOLMA SVEZIA;DANNI;
41114;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;07/12/2022;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SZABADSÁG TÉR 7  BUDAPEST UNGHERIA;DANNI;
41115;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;07/12/2022;31/12/9999;CHUBB EUROPEAN GROUP SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;POBŘEŽNÍ 620/3 - 186 00  PRAGA CECA, REPUBBLICA;DANNI;
40928;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;17/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;31 PLACE DES COROLLES  COURBEVOIE FRANCIA;VITA;
40922;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FRANCISCO GERVAS13  MADRID SPAGNA;VITA;
40920;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MANNERHEIMINTIE 12B  HELSINKI FINLANDIA;VITA;
40927;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;17/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VESTERGARDE 2A (1456 K)  COPENAGHEN DANIMARCA;VITA;
40923;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;QUINTA DA FONTE, EDIFICIO D. MANUEL I - PISO 3 (2770-071)  LISBONA PORTOGALLO;VITA;
40925;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LURGIALLE 10  FRANCOFORTE SUL MENO GERMANIA;VITA;
40924;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MARTEN MEESWEG 8-10 (3068 AV)  ROTTERDAM PAESI BASSI;VITA;
40919;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CJHA BROSS PLASS 2C  OSLO NORVEGIA;VITA;
40921;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;14/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KLARABERGSVIADUKTEN 90  STOCCOLMA SVEZIA;VITA;
40926;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;17/01/2019;31/12/9999;CHUBB LIFE EUROPE SE;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DES NERVIENS 9 - 13  BRUXELLES BELGIO;VITA;
40583;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;07/07/2014;31/12/9999;CIG PANNÓNIA ELSÓ MAGYAR ÁLTALÁNOS BIZTOSÍTÓ ZRT;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;FLÓRIÁN TÉR 1 ADÓSZÁM  BUDAPEST UNGHERIA;DANNI;
10569;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CIGNA EUROPE INSURANCE COMPANY OF EUROPE S.A. - N.V.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DE CORTENBERGH, 52   BRUXELLES BELGIO;DANNI;
10571;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CIGNA LIFE INSURANCE COMPANY OF EUROPE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PASEO DEL CLUB DEPORTIVO 1, EDIFICIO 14, PLANTA 1, POZUELO DE ALARCÓN,  MADRID SPAGNA;DANNI;
10565;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;03/01/2008;31/12/9999;CIGNA LIFE INSURANCE COMPANY OF EUROPE S.A.;;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;19 BOULEVARD MALESHERBES  PARIGI FRANCIA;PICCOLO CUMULO;
